com.medigy.persist.reference.type.clincial.Icd9.code,shortDescr,mediumDescr,longDescr
902.29,INJURY MESENTERIC VESS OT,INJURY TO MESENTERIC VESS OT,INJURY TO OTHER CELIAC AND MESENTERIC ARTERIES
902.31,INJURY SUPERIOR MESENT VEIN,INJURY TO SUPERIOR MESENT VEIN,INJURY TO SUPERIOR MESENTERIC VEIN AND PRIMARY SUBDIVISIONS
902.32,INJURY INFERIOR MESENT VEIN,INJURY TO INFERIOR MESENT VEIN,INJURY TO INFERIOR MESENTERIC VEIN
902.33,INJURY PORTAL VEIN,INJURY TO PORTAL VEIN,INJURY TO PORTAL VEIN
902.34,INJURY SPLENIC VEIN,INJURY TO SPLENIC VEIN,INJURY TO SPLENIC VEIN
902.39,INJURY PORT/SPLEN VESS OT,INJURY TO PORT/SPLEN VESS OT,INJURY TO OTHER PORTAL AND SPLENIC VEINS
902.4,INJURY RENAL VESSEL UNSPEC,INJURY TO RENAL VESSEL UNSPEC,INJURY TO RENAL VESSEL(S) UNSPECIFIED
902.41,INJURY RENAL ARTERY,INJURY TO RENAL ARTERY,INJURY TO RENAL ARTERY
902.42,INJURY RENAL VEIN,INJURY TO RENAL VEIN,INJURY TO RENAL VEIN
902.49,INJURY RENAL VESSEL OT,INJURY TO RENAL VESSEL OT,INJURY TO OTHER RENAL BLOOD VESSELS
902.5,INJURY ILIAC VESSEL UNSPEC,INJURY TO ILIAC VESSEL UNSPEC,INJURY TO ILIAC VESSEL(S) UNSPECIFIED
902.51,INJURY HYPOGASTRIC ARTERY,INJURY TO HYPOGASTRIC ARTERY,INJURY TO HYPOGASTRIC ARTERY
902.52,INJURY HYPOGASTRIC VEIN,INJURY TO HYPOGASTRIC VEIN,INJURY TO HYPOGASTRIC VEIN
902.53,INJURY ILIAC ARTERY,INJURY TO ILIAC ARTERY,INJURY TO ILIAC ARTERY
902.54,INJURY ILIAC VEIN,INJURY TO ILIAC VEIN,INJURY TO ILIAC VEIN
902.55,INJURY UTERINE ARTERY,INJURY TO UTERINE ARTERY,INJURY TO UTERINE ARTERY
902.56,INJURY UTERINE VEIN,INJURY TO UTERINE VEIN,INJURY TO UTERINE VEIN
902.59,INJURY ILIAC VESSEL OT,INJURY TO ILIAC VESSEL OT,INJURY TO OTHER ILIAC BLOOD VESSELS
902.81,INJURY OVARIAN ARTERY,INJURY TO OVARIAN ARTERY,INJURY TO OVARIAN ARTERY
902.82,INJURY OVARIAN VEIN,INJURY TO OVARIAN VEIN,INJURY TO OVARIAN VEIN
902.87,INJURY MULT ABD/PELV VESSEL,INJURY TO MULT ABD/PELV VESSEL,INJURY TO MULTIPLE BLOOD VESSELS OF ABDOMEN AND PELVIS
902.89,INJURY ABDOMINAL VESSEL OT,INJURY TO ABDOMINAL VESSEL OT,INJURY TO OTHER SPECIFIED BLOOD VESSELS OF ABDOMEN AND PELVIS
902.9,INJURY ABDOMINAL VESSEL UNSP,INJURY TO ABDOMINAL VESSEL UNSP,INJURY TO UNSPECIFIED BLOOD VESSEL OF ABDOMEN AND PELVIS
903,INJURY AXILLARY VESSEL UNSP,INJURY TO AXILLARY VESSEL UNSP,INJURY TO AXILLARY VESSEL(S) UNSPECIFIED
903.01,INJURY AXILLARY ARTERY,INJURY TO AXILLARY ARTERY,INJURY TO AXILLARY ARTERY
903.02,INJURY AXILLARY VEIN,INJURY TO AXILLARY VEIN,INJURY TO AXILLARY VEIN
903.1,INJURY BRACHIAL VESSELS,INJURY TO BRACHIAL VESSELS,INJURY TO BRACHIAL BLOOD VESSELS
903.2,INJURY RADIAL VESSELS,INJURY TO RADIAL VESSELS,INJURY TO RADIAL BLOOD VESSELS
903.3,INJURY ULNAR VESSELS,INJURY TO ULNAR VESSELS,INJURY TO ULNAR BLOOD VESSELS
903.4,INJURY PALMAR ARTERY,INJURY TO PALMAR ARTERY,INJURY TO PALMAR ARTERY
903.5,INJURY FINGER VESSELS,INJURY TO FINGER VESSELS,INJURY TO DIGITAL BLOOD VESSELS
903.8,INJURY ARM VESSELS OT,INJURY TO ARM VESSELS OT,INJURY TO OTHER SPECIFIED BLOOD VESSELS OF UPPER EXTREMITY
903.9,INJURY ARM VESSEL UNSPEC,INJURY TO ARM VESSEL UNSPEC,INJURY TO UNSPECIFIED BLOOD VESSEL OF UPPER EXTREMITY
904,INJURY COMMON FEMORAL ARTER,INJURY TO COMMON FEMORAL ARTER,INJURY TO COMMON FEMORAL ARTERY
904.1,INJURY SUPERFIC FEMORAL ART,INJURY TO SUPERFIC FEMORAL ART,INJURY TO SUPERFICIAL FEMORAL ARTERY
904.2,INJURY FEMORAL VEIN,INJURY TO FEMORAL VEIN,INJURY TO FEMORAL VEINS
904.3,INJURY SAPHENOUS VEIN,INJURY TO SAPHENOUS VEIN,INJURY TO SAPHENOUS VEINS
904.4,INJURY POPLITEAL VESSEL UNSP,INJURY TO POPLITEAL VESSEL UNSP,INJURY TO POPLITEAL VESSEL(S) UNSPECIFIED
904.41,INJURY POPLITEAL ARTERY,INJURY TO POPLITEAL ARTERY,INJURY TO POPLITEAL ARTERY
904.42,INJURY POPLITEAL VEIN,INJURY TO POPLITEAL VEIN,INJURY TO POPLITEAL VEIN
904.5,INJURY TIBIAL VESSEL UNSPEC,INJURY TO TIBIAL VESSEL UNSPEC,INJURY TO TIBIAL VESSEL(S) UNSPECIFIED
904.51,INJURY ANTER TIBIAL ARTERY,INJURY TO ANTER TIBIAL ARTERY,INJURY TO ANTERIOR TIBIAL ARTERY
904.52,INJURY ANTERIOR TIBIAL VEIN,INJURY TO ANTERIOR TIBIAL VEIN,INJURY TO ANTERIOR TIBIAL VEIN
904.53,INJURY POST TIBIAL ARTERY,INJURY TO POST TIBIAL ARTERY,INJURY TO POSTERIOR TIBIAL ARTERY
904.54,INJURY POST TIBIAL VEIN,INJURY TO POST TIBIAL VEIN,INJURY TO POSTERIOR TIBIAL VEIN
904.6,INJURY DEEP PLANTAR VESSEL,INJURY TO DEEP PLANTAR VESSEL,INJURY TO DEEP PLANTAR BLOOD VESSELS
904.7,INJURY LEG VESSELS OT,INJURY TO LEG VESSELS OT,INJURY TO OTHER SPECIFIED BLOOD VESSELS OF LOWER EXTREMITY
904.8,INJURY LEG VESSEL UNSPEC,INJURY TO LEG VESSEL UNSPEC,INJURY TO UNSPECIFIED BLOOD VESSEL OF LOWER EXTREMITY
904.9,BLOOD VESSEL INJURY UNSPEC,INJURY TO BLOOD VESSELS UNS SITE,INJURY TO BLOOD VESSELS OF UNSPECIFIED SITE
905,LATE EFFECT SKULL/FACE FX,LATE EFFECT OF SKULL/FACE FRACTURE,LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES
905.1,LATE EFFECT SPINE/TRUNK FX,LATE EFFECT OF SPINE/TRUNK FRACTURE,LATE EFFECT OF FRACTURE OF SPINE AND TRUNK WITHOUT SPINAL CORD LESION
905.2,LATE EFFECT ARM FX,LATE EFFECT OF ARM FRACTURE,LATE EFFECT OF FRACTURE OF UPPER EXTREMITIES
905.3,LATE EFFECT FEMORAL NECK FX,LATE EFFECT OF FEMORAL NECK FRACT,LATE EFFECT OF FRACTURE OF NECK OF FEMUR
905.4,LATE EFFECT LEG FX,LATE EFFECT OF LEG FRACTURE,LATE EFFECT OF FRACTURE OF LOWER EXTREMITIES
905.5,LATE EFFECT FRACTURE OT,LATE EFFECT OF FRACTURE OT,LATE EFFECT OF FRACTURE OF MULTIPLE AND UNSPECIFIED BONES
905.6,LATE EFFECT DISLOCATION,LATE EFFECT OF DISLOCATION,LATE EFFECT OF DISLOCATION
905.7,LATE EFFECT SPRAIN/STRAIN,LATE EFFECT OF SPRAIN/STRAIN,LATE EFFECT OF SPRAIN AND STRAIN WITHOUT TENDON INJURY
905.8,LATE EFFECT TENDON INJURY,LATE EFFECT OF TENDON INJURY,LATE EFFECT OF TENDON INJURY
905.9,LATE EFFECT TRAUMAT AMPUTAT,LATE EFFECT OF TRAUMAT AMPUTAT,LATE EFFECT OF TRAUMATIC AMPUTATION
906,LT EFFECT OPEN WND HEAD/NECK,LATE EFFECT OF OPEN WND HEAD/NECK,LATE EFFECT OF OPEN WOUND OF HEAD NECK AND TRUNK
906.1,LATE EFFECT OPEN WND EXTREM,LATE EFFECT OF OPEN WND EXTREM,LATE EFFECT OF OPEN WOUND OF EXTREMITIES WITHOUT TENDON INJURY
906.2,LATE EFFECT SUPERFICIAL INJ,LATE EFFECT OF SUPERFICIAL INJURY,LATE EFFECT OF SUPERFICIAL INJURY
906.3,LATE EFFECT OF CONTUSION,LATE EFFECT OF OF CONTUSION,LATE EFFECT OF CONTUSION
906.4,LATE EFFECT OF CRUSHING,LATE EFFECT OF OF CRUSHING,LATE EFFECT OF CRUSHING
906.5,LATE EFFECT HEAD/NECK BURN,LATE EFFECT OF HEAD/NECK BURN,LATE EFFECT OF BURN OF EYE FACE HEAD AND NECK
906.6,LATE EFFECT WRIST/HAND BURN,LATE EFFECT OF WRIST/HAND BURN,LATE EFFECT OF BURN OF WRIST AND HAND
906.7,LATE EFFECT BURN EXTREM OT,LATE EFFECT OF BURN EXTREM OT,LATE EFFECT OF BURN OF OTHER EXTREMITIES
906.8,LATE EFFECT OF BURNS OT,LATE EFFECT OF OF BURNS OT,LATE EFFECT OF BURNS OF OTHER SPECIFIED SITES
906.9,LATE EFFECT OF BURN UNSPEC,LATE EFFECT OF OF BURN UNSPEC,LATE EFFECT OF BURN OF UNSPECIFIED SITE
907,LT EFFECT INTRACRANIAL INJ,LT EFFECT OF INTRACRANIAL INJ,LATE EFFECT OF INTRACRANIAL INJURY WITHOUT SKULL FRACTURE
907.1,LATE EFFECT CRAN NERVE INJ,LATE EFFECT OF CRAN NERVE INJ,LATE EFFECT OF INJURY TO CRANIAL NERVE
907.2,LATE EFFECT SPINAL CORD INJ,LATE EFFECT OF SPINAL CORD INJ,LATE EFFECT OF SPINAL CORD INJURY
907.3,LT EFFECT NERV INJ TRNK OT,LATE EFFECT NERV INJ TRNK OT,LATE EFFECT OF INJURY TO NERVE ROOT(S) SPINAL PLEXUS(ES) AND OTHER NERVES OF TRUNK
907.4,LT EFFECT NERV INJ SHLD/ARM,LATE EFFECT OF NERV INJURY SHLD/ARM,LATE EFFECT OF INJURY TO PERIPHERAL NERVE OF SHOULDER GIRDLE AND UPPER LIMB
907.5,LT EFFECT NERV INJ PELV/LEG,LATE EFFECT OF NERV INJURY PELV/LEG,LATE EFFECT OF INJURY TO PERIPHERAL NERVE OF PELVIC GIRDLE AND LOWER LIMB
907.9,LATE EFFECT NERVE INJ OT,LATE EFFECT OF NERVE INJURY OT,LATE EFFECT OF INJURY TO OTHER AND UNSPECIFIED NERVE
908,LATE EFFECT INT INJUR CHEST,LATE EFFECT OF INT INJUR CHEST,LATE EFFECT OF INTERNAL INJURY TO CHEST
908.1,LATE EFFECT INT INJ ABDOMEN,LATE EFFECT OF INT INJURY ABDOMEN,LATE EFFECT OF INTERNAL INJURY TO INTRA-ABDOMINAL ORGANS
908.2,LATE EFFECT INT INJURY OT,LATE EFFECT OF INT INJURY OT,LATE EFFECT OF INTERNAL INJURY TO OTHER INTERNAL ORGANS
908.3,LATE EFFECT INJ PERIPH VESS,LATE EFFECT OF INJURY PERIPH VESS,LATE EFFECT OF INJURY TO BLOOD VESSEL OF HEAD NECK AND EXTREMITIES
908.4,LT EFFECT INJ THOR/ABD VESS,LT EFFECT OF INJURY THOR/ABD VESS,LATE EFFECT OF INJURY TO BLOOD VESSEL OF THORAX ABDOMEN AND PELVIS
908.5,LATE EFFECT FB IN ORIFICE,LATE EFFECT OF FB IN ORIFICE,LATE EFFECT OF FOREIGN BODY IN ORIFICE
908.6,LATE EFFECT COMPLIC TRAUMA,LATE EFFECT OF COMPLIC TRAUMA,LATE EFFECT OF CERTAIN COMPLICATIONS OF TRAUMA
908.9,LATE EFFECT INJURY UNSPEC,LATE EFFECT OF INJURY UNSPEC,LATE EFFECT OF UNSPECIFIED INJURY
909,LATE EFFECT DRUG POISONING,LATE EFFECT OF DRUG POISONING,LATE EFFECT OF POISONING DUE TO DRUG MEDICINAL OR BIOLOGICAL SUBSTANCE
909.1,LATE EFFECT NONMED SUBSTANC,LATE EFFECT OF NONMED SUBSTANC,LATE EFFECT OF TOXIC EFFECTS OF NONMEDICAL SUBSTANCES
909.2,LATE EFFECT OF RADIATION,LATE EFFECT OF OF RADIATION,LATE EFFECT OF RADIATION
909.3,LATE EFFECT SURG/MED COMPL,LATE EFFECT OF SURG/MED COMPL,LATE EFFECT OF COMPLICATIONS OF SURGICAL AND MEDICAL CARE
909.4,LATE EFFECT CERT EXT CAUSE,LATE EFFECT OF CERT EXT CAUSE,LATE EFFECT OF CERTAIN OTHER EXTERNAL CAUSES
909.5,LATE EFFECT ADVRSE DRUG EFF,LATE EFFECT OF ADVRSE DRUG EFF,LATE EFFECT OF ADVERSE EFFECT OF DRUG MEDICINAL OR BIOLOGICAL SUBSTANCE
909.9,LATE EFFECT EXTER CAUSE OT,LATE EFFECT OF EXTER CAUSE OT,LATE EFFECT OF OTHER AND UNSPECIFIED EXTERNAL CAUSES
910,ABRASION HEAD,ABRASION HEAD,ABRASION OR FRICTION BURN OF FACE NECK AND SCALP EXCEPT EYE WITHOUT INFECTION
910.1,ABRASION HEAD INFECTED,ABRASION HEAD INFECTED,ABRASION OR FRICTION BURN OF FACE NECK AND SCALP EXCEPT EYE INFECTED
910.2,BLISTER HEAD,BLISTER HEAD,BLISTER OF FACE NECK AND SCALP EXCEPT EYE WITHOUT INFECTION
910.3,BLISTER HEAD INFECTED,BLISTER HEAD INFECTED,BLISTER OF FACE NECK AND SCALP EXCEPT EYE INFECTED
910.4,INSECT BITE HEAD,INSECT BITE HEAD,INSECT BITE NONVENOMOUS OF FACE NECK AND SCALP EXCEPT EYE WITHOUT INFECTION
910.5,INSECT BITE HEAD INFECT,INSECT BITE HEAD INFECT,INSECT BITE NONVENOMOUS OF FACE NECK AND SCALP EXCEPT EYE INFECTED
910.6,FOREIGN BODY HEAD,FOREIGN BODY HEAD,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FACE NECK AND SCALP EXCEPT EYE WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
910.7,FOREIGN BODY HEAD INFECT,FOREIGN BODY HEAD INFECTED,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FACE NECK AND SCALP EXCEPT EYE WITHOUT MAJOR OPEN WOUND INFECTED
910.8,SUPERFIC INJ HEAD OT,SUPERFICIAL INJURY HEAD OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FACE NECK AND SCALP WITHOUT INFECTION
910.9,SUPERF INJ HEAD OT INF,SUPERFICIAL INJURY HEAD OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FACE NECK AND SCALP INFECTED
911,ABRASION TRUNK,ABRASION TRUNK,ABRASION OR FRICTION BURN OF TRUNK WITHOUT INFECTION
911.1,ABRASION TRUNK INFECTED,ABRASION TRUNK INFECTED,ABRASION OR FRICTION BURN OF TRUNK INFECTED
911.2,BLISTER TRUNK,BLISTER TRUNK,BLISTER OF TRUNK WITHOUT INFECTION
911.3,BLISTER TRUNK INFECTED,BLISTER TRUNK INFECTED,BLISTER OF TRUNK INFECTED
911.4,INSECT BITE TRUNK,INSECT BITE TRUNK,INSECT BITE NONVENOMOUS OF TRUNK WITHOUT INFECTION
911.5,INSECT BITE TRUNK INFEC,INSECT BITE TRUNK INFEC,INSECT BITE NONVENOMOUS OF TRUNK INFECTED
911.6,FOREIGN BODY TRUNK,FOREIGN BODY TRUNK,SUPERFICIAL FOREIGN BODY (SPLINTER) OF TRUNK WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
911.7,FOREIGN BODY TRUNK INFEC,FOREIGN BODY TRUNK INFEC,SUPERFICIAL FOREIGN BODY (SPLINTER) OF TRUNK WITHOUT MAJOR OPEN WOUND INFECTED
911.8,SUPERFIC INJURY TRUNK OT,SUPERFICIAL INJURY TRUNK OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF TRUNK WITHOUT INFECTION
911.9,SUPERF INJURY TRNK OT INF,SUPERFICIAL INJURY TRNK OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF TRUNK INFECTED
912,ABRASION SHOULDER/ARM,ABRASION SHOULDER/ARM,ABRASION OR FRICTION BURN OF SHOULDER AND UPPER ARM WITHOUT INFECTION
912.1,ABRASION SHLDR/ARM INFEC,ABRASION SHLDR/ARM INFEC,ABRASION OR FRICTION BURN OF SHOULDER AND UPPER ARM INFECTED
912.2,BLISTER SHOULDER/ARM,BLISTER SHOULDER/ARM,BLISTER OF SHOULDER AND UPPER ARM WITHOUT INFECTION
912.3,BLISTER SHOULDER/ARM INF,BLISTER SHOULDER/ARM INF,BLISTER OF SHOULDER AND UPPER ARM INFECTED
912.4,INSECT BITE SHOULDER/ARM,INSECT BITE SHOULDER/ARM,INSECT BITE NONVENOMOUS OF SHOULDER AND UPPER ARM WITHOUT INFECTION
912.5,INSECT BITE SHLD/ARM INF,INSECT BITE SHLD/ARM INF,INSECT BITE NONVENOMOUS OF SHOULDER AND UPPER ARM INFECTED
912.6,FOREIGN BODY SHOULDR/ARM,FOREIGN BODY SHOULDR/ARM,SUPERFICIAL FOREIGN BODY (SPLINTER) OF SHOULDER AND UPPER ARM WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
912.7,FB SHOULDER/ARM INFECT,FB SHOULDER/ARM INFECT,SUPERFICIAL FOREIGN BODY (SPLINTER) OF SHOULDER AND UPPER ARM WITHOUT MAJOR OPEN WOUND INFECTED
912.8,SUPERF INJURY SHLDR/ARM OT,SUPERFICIAL INJURY SHLDR/ARM OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF SHOULDER AND UPPER ARM WITHOUT INFECTION
912.9,SUPERF INJURY SHLDR OT INF,SUPERFICIAL INJURY SHLDR OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF SHOULDER AND UPPER ARM INFECTED
913,ABRASION FOREARM,ABRASION FOREARM,ABRASION OR FRICTION BURN OF ELBOW FOREARM AND WRIST WITHOUT INFECTION
913.1,ABRASION FOREARM INFECT,ABRASION FOREARM INFECT,ABRASION OR FRICTION BURN OF ELBOW FOREARM AND WRIST INFECTED
913.2,BLISTER FOREARM,BLISTER FOREARM,BLISTER OF ELBOW FOREARM AND WRIST WITHOUT INFECTION
913.3,BLISTER FOREARM INFECTED,BLISTER FOREARM INFECTED,BLISTER OF ELBOW FOREARM AND WRIST INFECTED
913.4,INSECT BITE FOREARM,INSECT BITE FOREARM,INSECT BITE NONVENOMOUS OF ELBOW FOREARM AND WRIST WITHOUT INFECTION
913.5,INSECT BITE FOREARM INF,INSECT BITE FOREARM INF,INSECT BITE NONVENOMOUS OF ELBOW FOREARM AND WRIST INFECTED
913.6,FOREIGN BODY FOREARM,FOREIGN BODY FOREARM,SUPERFICIAL FOREIGN BODY (SPLINTER) OF ELBOW FOREARM AND WRIST WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
913.7,FOREIGN BODY FOREARM INF,FOREIGN BODY FOREARM INF,SUPERFICIAL FOREIGN BODY (SPLINTER) OF ELBOW FOREARM AND WRIST WITHOUT MAJOR OPEN WOUND INFECTED
913.8,SUPERF INJURY FOREARM OT,SUPERFICIAL INJURY FOREARM OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF ELBOW FOREARM AND WRIST WITHOUT INFECTION
913.9,SUPRF INJURY FORARM OT INF,SUPRF INJURY FORARM OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF ELBOW FOREARM AND WRIST INFECTED
914,ABRASION HAND,ABRASION HAND,ABRASION OR FRICTION BURN OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT INFECTION
914.1,ABRASION HAND INFECTED,ABRASION HAND INFECTED,ABRASION OR FRICTION BURN OF HAND(S) EXCEPT FINGER(S) ALONE INFECTED
914.2,BLISTER HAND,BLISTER HAND,BLISTER OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT INFECTION
914.3,BLISTER HAND INFECTED,BLISTER HAND INFECTED,BLISTER OF HAND(S) EXCEPT FINGER(S) ALONE INFECTED
914.4,INSECT BITE HAND,INSECT BITE HAND,INSECT BITE NONVENOMOUS OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT INFECTION
914.5,INSECT BITE HAND INFECT,INSECT BITE HAND INFECT,INSECT BITE NONVENOMOUS OF HAND(S) EXCEPT FINGER(S) ALONE INFECTED
914.6,FOREIGN BODY HAND,FOREIGN BODY HAND,SUPERFICIAL FOREIGN BODY (SPLINTER) OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
914.7,FOREIGN BODY HAND INFECT,FOREIGN BODY HAND INFECT,SUPERFICIAL FOREIGN BODY (SPLINTER) OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT MAJOR OPEN WOUND INFECTED
914.8,SUPERFICIAL INJURY HAND OT,SUPERFICIAL INJURY HAND OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF HAND(S) EXCEPT FINGER(S) ALONE WITHOUT INFECTION
914.9,SUPERF INJURY HAND OT INF,SUPERFICIAL INJURY HAND OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF HAND(S) EXCEPT FINGER(S) ALONE INFECTED
915,ABRASION FINGER,ABRASION FINGER,ABRASION OR FRICTION BURN OF FINGERS WITHOUT INFECTION
915.1,ABRASION FINGER INFECTED,ABRASION FINGER INFECTED,ABRASION OR FRICTION BURN OF FINGERS INFECTED
915.2,BLISTER FINGER,BLISTER FINGER,BLISTER OF FINGERS WITHOUT INFECTION
915.3,BLISTER FINGER INFECTED,BLISTER FINGER INFECTED,BLISTER OF FINGERS INFECTED
915.4,INSECT BITE FINGER,INSECT BITE FINGER,INSECT BITE NONVENOMOUS OF FINGERS WITHOUT INFECTION
915.5,INSECT BITE FINGER INFEC,INSECT BITE FINGER INFEC,INSECT BITE NONVENOMOUS OF FINGERS INFECTED
915.6,FOREIGN BODY FINGER,FOREIGN BODY FINGER,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FINGERS WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
915.7,FOREIGN BODY FINGER INF,FOREIGN BODY FINGER INF,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FINGERS WITHOUT MAJOR OPEN WOUND INFECTED
915.8,SUPERFIC INJURY FINGER OT,SUPERFICIAL INJURY FINGER OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FINGERS WITHOUT INFECTION
915.9,SUPRF INJURY FINGER OT INF,SUPRF INJURY FINGER OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FINGERS INFECTED
916,ABRASION HIP/LEG,ABRASION HIP/LEG,ABRASION OR FRICTION BURN OF HIP THIGH LEG AND ANKLE WITHOUT INFECTION
916.1,ABRASION HIP/LEG INFECT,ABRASION HIP/LEG INFECT,ABRASION OR FRICTION BURN OF HIP THIGH LEG AND ANKLE INFECTED
916.2,BLISTER HIP/LEG,BLISTER HIP/LEG,BLISTER OF HIP THIGH LEG AND ANKLE WITHOUT INFECTION
916.3,BLISTER HIP/LEG INFECT,BLISTER HIP/LEG INFECT,BLISTER OF HIP THIGH LEG AND ANKLE INFECTED
916.4,INSECT BITE HIP/LEG,INSECT BITE HIP/LEG,INSECT BITE NONVENOMOUS OF HIP THIGH LEG AND ANKLE WITHOUT INFECTION
916.5,INSECT BITE HIP/LEG INF,INSECT BITE HIP/LEG INF,INSECT BITE NONVENOMOUS OF HIP THIGH LEG AND ANKLE INFECTED
916.6,FOREIGN BODY HIP/LEG,FOREIGN BODY HIP/LEG,SUPERFICIAL FOREIGN BODY (SPLINTER) OF HIP THIGH LEG AND ANKLE WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
916.7,FOREIGN BDY HIP/LEG INF,FOREIGN BDY HIP/LEG INF,SUPERFICIAL FOREIGN BODY (SPLINTER) OF HIP THIGH LEG AND ANKLE WITHOUT MAJOR OPEN WOUND INFECTED
916.8,SUPERFIC INJURY HIP/LEG OT,SUPERFICIAL INJURY HIP/LEG OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF HIP THIGH LEG AND ANKLE WITHOUT INFECTION
916.9,SUPERF INJ LEG OT INFEC,SUPERFICIAL INJURY LEG OT INFEC,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF HIP THIGH LEG AND ANKLE INFECTED
917,ABRASION FOOT/TOE,ABRASION FOOT/TOE,ABRASION OR FRICTION BURN OF FOOT AND TOE(S) WITHOUT INFECTION
917.1,ABRASION FOOT/TOE INFEC,ABRASION FOOT/TOE INFEC,ABRASION OR FRICTION BURN OF FOOT AND TOE(S) INFECTED
917.2,BLISTER FOOT/TOE,BLISTER FOOT/TOE,BLISTER OF FOOT AND TOE(S) WITHOUT INFECTION
917.3,BLISTER FOOT/TOE INFEC,BLISTER FOOT/TOE INFEC,BLISTER OF FOOT AND TOE(S) INFECTED
917.4,INSECT BITE FOOT/TOE,INSECT BITE FOOT/TOE,INSECT BITE NONVENOMOUS OF FOOT AND TOE(S) WITHOUT INFECTION
917.5,INSECT BITE FOOT/TOE INF,INSECT BITE FOOT/TOE INF,INSECT BITE NONVENOMOUS OF FOOT AND TOE(S) INFECTED
917.6,FOREIGN BODY FOOT/TOE,FOREIGN BODY FOOT/TOE,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FOOT AND TOE(S) WITHOUT MAJOR OPEN WOUND AND WITHOUT INFECTION
917.7,FOREIGN BDY FOOT/TOE INF,FOREIGN BDY FOOT/TOE INF,SUPERFICIAL FOREIGN BODY (SPLINTER) OF FOOT AND TOE(S) WITHOUT MAJOR OPEN WOUND INFECTED
917.8,SUPERF INJURY FOOT/TOE OT,SUPERFICIAL INJURY FOOT/TOE OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FOOT AND TOES WITHOUT INFECTION
917.9,SUPERF INJURY FOOT OT INF,SUPERFICIAL INJURY FOOT OT INF,OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FOOT AND TOES INFECTED
918,SUPERFIC INJURY PERIOCULAR,SUPERFICIAL INJURY PERIOCULAR,SUPERFICIAL INJURY OF EYELIDS AND PERIOCULAR AREA
918.1,SUPERFICIAL INJURY CORNEA,SUPERFICIAL INJURY CORNEA,SUPERFICIAL INJURY OF CORNEA
918.2,SUPERFIC INJURY CONJUNCTIVA,SUPERFICIAL INJURY CONJUNCTIVA,SUPERFICIAL INJURY OF CONJUNCTIVA
918.9,SUPERFICIAL INJURY EYE OT,SUPERFICIAL INJURY EYE OT,OTHER AND UNSPECIFIED SUPERFICIAL INJURIES OF EYE
919,ABRASION OT,ABRASION OT,ABRASION OR FRICTION BURN OF OTHER MULTIPLE AND UNSPECIFIED SITES WITHOUT INFECTION
919.1,ABRASION OT INFECTED,ABRASION OT INFECTED,ABRASION OR FRICTION BURN OF OTHER MULTIPLE AND UNSPECIFIED SITES INFECTED
919.2,BLISTER OT,BLISTER OT,BLISTER OF OTHER MULTIPLE AND UNSPECIFIED SITES WITHOUT INFECTION
919.3,BLISTER OT INFECTED,BLISTER OT INFECTED,BLISTER OF OTHER MULTIPLE AND UNSPECIFIED SITES INFECTED
919.4,INSECT BITE OT,INSECT BITE OT,INSECT BITE NONVENOMOUS OF OTHER MULTIPLE AND UNSPECIFIED SITES WITHOUT INFECTION
919.5,INSECT BITE OT INFECTED,INSECT BITE OT INFECTED,INSECT BITE NONVENOMOUS OF OTHER MULTIPLE AND UNSPECIFIED SITES INFECTED
